"x" "y" "class"
0.411 0.638 NA
0.373 0.662 NA
0.37 0.656 NA
0.386 0.608 NA
0.387 0.655 NA
0.4 0.611 NA
0.376 0.622 NA
0.396 0.61 NA
0.37 0.592 NA
0.378 0.613 NA
0.376 0.602 NA
0.394 0.621 NA
0.416 0.643 NA
0.374 0.65 NA
0.395 0.585 NA
0.374 0.644 NA
0.378 0.632 NA
0.382 0.605 NA
0.379 0.62 NA
0.41 0.609 NA
0.401 0.619 NA
0.374 0.613 NA
0.391 0.615 NA
0.362 0.614 NA
0.367 0.586 NA
0.381 0.566 NA
0.374 0.58 NA
0.423 0.588 NA
0.394 0.588 NA
0.357 0.56 NA
0.378 0.575 NA
0.371 0.597 NA
0.38 0.606 NA
0.406 0.57 NA
0.378 0.572 NA
0.364 0.573 NA
0.369 0.578 NA
0.386 0.571 NA
0.371 0.576 NA
0.396 0.595 NA
0.385 0.583 NA
0.368 0.586 NA
0.392 0.591 NA
0.386 0.555 NA
0.405 0.536 NA
0.38 0.567 NA
0.385 0.574 NA
0.369 0.546 NA
0.373 0.602 NA
0.409 0.557 NA
0.375 0.568 NA
0.367 0.559 NA
0.4 0.555 NA
0.402 0.581 NA
0.381 0.586 NA
0.384 0.56 NA
0.374 0.559 NA
0.401 0.539 NA
0.345 0.572 NA
0.384 0.521 NA
0.387 0.575 NA
0.402 0.565 NA
0.401 0.53 NA
0.393 0.506 NA
0.374 0.54 NA
0.385 0.526 NA
0.381 0.546 NA
0.385 0.509 NA
0.397 0.547 NA
0.382 0.535 NA
0.399 0.531 NA
0.398 0.512 NA
0.378 0.508 NA
0.388 0.53 NA
0.393 0.556 NA
0.398 0.557 NA
0.388 0.503 NA
0.4 0.531 NA
0.386 0.554 NA
0.382 0.528 NA
0.37 0.53 NA
0.398 0.504 NA
0.404 0.504 NA
0.382 0.506 NA
0.381 0.496 NA
0.39 0.532 NA
0.369 0.51 NA
0.393 0.53 NA
0.394 0.483 NA
0.392 0.533 NA
0.407 0.505 NA
0.387 0.529 NA
0.392 0.527 NA
0.408 0.517 NA
0.403 0.51 NA
0.385 0.491 NA
0.415 0.532 NA
0.397 0.519 NA
0.396 0.489 NA
0.387 0.499 NA
0.397 0.499 NA
0.403 0.523 NA
0.401 0.528 NA
0.399 0.503 NA
0.394 0.506 NA
0.395 0.486 NA
0.372 0.449 NA
0.393 0.473 NA
0.405 0.515 NA
0.393 0.492 NA
0.414 0.531 NA
0.382 0.502 NA
0.414 0.486 NA
0.397 0.506 NA
0.419 0.48 NA
0.422 0.468 NA
0.394 0.502 NA
0.382 0.504 NA
0.396 0.484 NA
0.399 0.478 NA
0.389 0.515 NA
0.4 0.485 NA
0.402 0.477 NA
0.406 0.478 NA
0.398 0.498 NA
0.39 0.462 NA
0.39 0.476 NA
0.397 0.483 NA
0.379 0.471 NA
0.41 0.466 NA
0.407 0.473 NA
0.387 0.474 NA
0.401 0.474 NA
0.397 0.455 NA
0.4 0.477 NA
0.387 0.462 NA
0.413 0.452 NA
0.403 0.459 NA
0.409 0.441 NA
0.395 0.472 NA
0.407 0.455 NA
0.407 0.474 NA
0.387 0.445 NA
0.42 0.432 NA
0.42 0.426 NA
0.395 0.448 NA
0.416 0.437 NA
0.422 0.445 NA
0.421 0.392 NA
0.402 0.41 NA
0.423 0.427 NA
0.407 0.422 NA
0.398 0.417 NA
0.412 0.429 NA
0.399 0.408 NA
0.415 0.405 NA
0.397 0.404 NA
0.399 0.372 NA
0.406 0.415 NA
0.388 0.412 NA
0.415 0.404 NA
0.43 0.427 NA
0.441 0.39 NA
0.409 0.414 NA
0.427 0.389 NA
0.418 0.38 NA
0.446 0.42 NA
0.41 0.426 NA
0.44 0.407 NA
0.438 0.386 NA
0.424 0.388 NA
0.433 0.382 NA
0.446 0.385 NA
0.439 0.375 NA
0.447 0.387 NA
0.449 0.38 NA
0.437 0.349 NA
0.45 0.362 NA
0.442 0.373 NA
0.418 0.384 NA
0.432 0.372 NA
0.44 0.399 NA
0.452 0.344 NA
0.435 0.349 NA
0.448 0.355 NA
0.451 0.379 NA
0.451 0.361 NA
0.449 0.338 NA
0.434 0.376 NA
0.452 0.368 NA
0.446 0.358 NA
0.431 0.358 NA
0.454 0.372 NA
0.442 0.37 NA
0.461 0.384 NA
0.449 0.366 NA
0.443 0.347 NA
0.47 0.33 NA
0.448 0.356 NA
0.465 0.326 NA
0.452 0.354 NA
0.452 0.346 NA
0.464 0.316 NA
0.454 0.333 NA
0.458 0.328 NA
0.438 0.342 NA
0.465 0.333 NA
0.463 0.335 NA
0.448 0.317 NA
0.479 0.31 NA
0.48 0.308 NA
0.454 0.329 NA
0.476 0.346 NA
0.463 0.344 NA
0.454 0.32 NA
0.477 0.332 NA
0.451 0.319 NA
0.483 0.306 NA
0.464 0.328 NA
0.462 0.333 NA
0.469 0.296 NA
0.48 0.319 NA
0.483 0.317 NA
0.461 0.342 NA
0.482 0.325 NA
0.492 0.332 NA
0.487 0.307 NA
0.481 0.318 NA
0.464 0.307 NA
0.48 0.315 NA
0.446 0.275 NA
0.495 0.306 NA
0.497 0.311 NA
0.495 0.308 NA
0.488 0.31 NA
0.498 0.299 NA
0.509 0.274 NA
0.504 0.308 NA
0.514 0.281 NA
0.502 0.356 NA
0.508 0.313 NA
0.501 0.314 NA
0.506 0.276 NA
0.488 0.292 NA
0.501 0.304 NA
0.526 0.285 NA
0.528 0.276 NA
0.548 0.26 NA
0.52 0.283 NA
0.536 0.274 NA
0.538 0.287 NA
0.564 0.268 NA
0.544 0.259 NA
0.579 0.263 NA
0.565 0.275 NA
0.554 0.258 NA
0.553 0.279 NA
0.586 0.263 NA
0.574 0.283 NA
0.582 0.274 NA
0.542 0.274 NA
0.559 0.27 NA
0.571 0.257 NA
0.564 0.279 NA
0.595 0.287 NA
0.582 0.283 NA
0.567 0.278 NA
0.588 0.281 NA
0.587 0.25 NA
0.592 0.285 NA
0.598 0.26 NA
0.591 0.27 NA
0.572 0.258 NA
0.594 0.269 NA
0.582 0.27 NA
0.58 0.261 NA
0.58 0.275 NA
0.577 0.273 NA
0.615 0.236 NA
0.621 0.259 NA
0.607 0.231 NA
0.593 0.238 NA
0.589 0.26 NA
0.583 0.238 NA
0.644 0.2 NA
0.615 0.24 NA
0.645 0.287 NA
0.644 0.244 NA
0.628 0.248 NA
0.648 0.241 NA
0.728 0.21 NA
0.69 0.231 NA
0.715 0.25 NA
0.702 0.245 NA
0.695 0.23 NA
0.713 0.218 NA
0.708 0.231 NA
0.704 0.226 NA
0.717 0.259 NA
0.738 0.235 NA
0.71 0.259 NA
0.739 0.251 NA
0.738 0.226 NA
0.712 0.232 NA
0.751 0.241 NA
0.764 0.255 NA
0.732 0.231 NA
0.735 0.285 NA
0.739 0.211 NA
0.721 0.252 NA
0.732 0.294 NA
0.741 0.23 NA
0.759 0.247 NA
0.741 0.229 NA
0.748 0.254 NA
0.754 0.24 NA
0.732 0.298 NA
0.746 0.269 NA
0.754 0.232 NA
0.764 0.24 NA
0.746 0.24 NA
0.73 0.25 NA
0.76 0.263 NA
0.755 0.264 NA
0.783 0.231 NA
0.778 0.223 NA
0.76 0.28 NA
0.757 0.27 NA
0.775 0.266 NA
0.727 0.263 NA
0.765 0.298 NA
0.761 0.26 NA
0.795 0.294 NA
0.751 0.268 NA
0.751 0.278 NA
0.771 0.255 NA
0.756 0.269 NA
0.762 0.291 NA
0.753 0.258 NA
0.788 0.298 NA
0.766 0.27 NA
0.794 0.249 NA
0.757 0.273 NA
0.762 0.287 NA
0.788 0.24 NA
0.793 0.284 NA
0.781 0.303 NA
0.774 0.28 NA
0.78 0.276 NA
0.782 0.266 NA
0.784 0.3 NA
0.76 0.29 NA
0.785 0.297 NA
0.767 0.288 NA
0.79 0.323 NA
0.781 0.279 NA
0.773 0.306 NA
0.798 0.293 NA
0.784 0.31 NA
0.786 0.316 NA
0.783 0.295 NA
0.79 0.308 NA
0.806 0.311 NA
0.783 0.295 NA
0.801 0.312 NA
0.775 0.314 NA
0.801 0.288 NA
0.81 0.344 NA
0.792 0.326 NA
0.798 0.331 NA
0.805 0.325 NA
0.798 0.326 NA
0.82 0.317 NA
0.812 0.288 NA
0.805 0.307 NA
0.801 0.336 NA
0.792 0.329 NA
0.802 0.358 NA
0.804 0.309 NA
0.797 0.325 NA
0.777 0.321 NA
0.81 0.339 NA
0.793 0.331 NA
0.815 0.333 NA
0.794 0.273 NA
0.821 0.343 NA
0.798 0.346 NA
0.799 0.341 NA
0.818 0.365 NA
0.809 0.347 NA
0.84 0.347 NA
0.818 0.368 NA
0.812 0.394 NA
0.79 0.363 NA
0.786 0.339 NA
0.813 0.399 NA
0.804 0.341 NA
0.797 0.356 NA
0.816 0.363 NA
0.826 0.348 NA
0.809 0.367 NA
0.824 0.394 NA
0.83 0.366 NA
0.808 0.386 NA
0.816 0.4 NA
0.814 0.354 NA
0.817 0.368 NA
0.816 0.372 NA
0.83 0.377 NA
0.833 0.389 NA
0.831 0.419 NA
0.825 0.42 NA
0.788 0.363 NA
0.826 0.405 NA
0.83 0.382 NA
0.841 0.419 NA
0.846 0.413 NA
0.828 0.414 NA
0.839 0.414 NA
0.836 0.422 NA
0.832 0.398 NA
0.828 0.429 NA
0.824 0.408 NA
0.815 0.437 NA
0.842 0.417 NA
0.815 0.422 NA
0.83 0.417 NA
0.818 0.433 NA
0.847 0.472 NA
0.829 0.456 NA
0.857 0.451 NA
0.839 0.433 NA
0.827 0.435 NA
0.804 0.435 NA
0.84 0.421 NA
0.795 0.454 NA
0.836 0.433 NA
0.824 0.478 NA
0.847 0.457 NA
0.835 0.452 NA
0.821 0.473 NA
0.842 0.437 NA
0.845 0.462 NA
0.838 0.459 NA
0.819 0.482 NA
0.85 0.493 NA
0.828 0.491 NA
0.847 0.5 NA
0.821 0.448 NA
0.831 0.493 NA
0.862 0.508 NA
0.849 0.485 NA
0.834 0.536 NA
0.84 0.462 NA
0.847 0.537 NA
0.852 0.536 NA
0.847 0.508 NA
0.847 0.527 NA
0.832 0.552 NA
0.859 0.524 NA
0.829 0.538 NA
0.848 0.494 NA
0.837 0.518 NA
0.861 0.519 NA
0.834 0.537 NA
0.844 0.536 NA
0.836 0.546 NA
0.84 0.547 NA
0.828 0.543 NA
0.845 0.539 NA
0.836 0.518 NA
0.856 0.54 NA
0.828 0.554 NA
0.861 0.585 NA
0.839 0.586 NA
0.84 0.553 NA
0.806 0.548 NA
0.823 0.535 NA
0.85 0.582 NA
0.855 0.582 NA
0.843 0.58 NA
0.853 0.617 NA
0.849 0.601 NA
0.849 0.553 NA
0.843 0.565 NA
0.85 0.616 NA
0.82 0.6 NA
0.839 0.61 NA
0.838 0.585 NA
0.843 0.607 NA
0.852 0.605 NA
0.836 0.626 NA
0.854 0.602 NA
0.84 0.641 NA
0.872 0.618 NA
0.853 0.624 NA
0.833 0.643 NA
0.821 0.644 NA
0.853 0.614 NA
0.851 0.627 NA
0.844 0.669 NA
0.823 0.628 NA
0.837 0.629 NA
0.824 0.648 NA
0.834 0.639 NA
0.824 0.64 NA
0.824 0.642 NA
0.855 0.654 NA
0.811 0.666 NA
0.827 0.649 NA
0.817 0.651 NA
0.827 0.641 NA
0.83 0.652 NA
0.838 0.692 NA
0.838 0.672 NA
0.852 0.706 NA
0.84 0.672 NA
0.847 0.671 NA
0.832 0.636 NA
0.847 0.673 NA
0.838 0.686 NA
0.852 0.697 NA
0.816 0.683 NA
0.818 0.674 NA
0.821 0.686 NA
0.81 0.689 NA
0.839 0.705 NA
0.825 0.73 NA
0.828 0.714 NA
0.819 0.687 NA
0.82 0.707 NA
0.833 0.657 NA
0.824 0.678 NA
0.831 0.706 NA
0.83 0.688 NA
0.817 0.687 NA
0.809 0.687 NA
0.833 0.68 NA
0.831 0.692 NA
0.826 0.663 NA
0.831 0.696 NA
0.8 0.699 NA
0.819 0.702 NA
0.844 0.69 NA
0.818 0.672 NA
0.839 0.668 NA
0.826 0.664 NA
0.83 0.708 NA
0.824 0.699 NA
0.818 0.719 NA
0.86 0.7 NA
0.83 0.671 NA
0.818 0.676 NA
0.797 0.723 NA
0.834 0.694 NA
0.844 0.691 NA
0.812 0.718 NA
0.825 0.696 NA
0.839 0.749 NA
0.838 0.684 NA
0.817 0.712 NA
0.817 0.679 NA
0.822 0.697 NA
0.833 0.669 NA
0.828 0.728 NA
0.792 0.702 NA
0.826 0.7 NA
0.806 0.702 NA
0.816 0.703 NA
0.837 0.7 NA
0.832 0.725 NA
0.808 0.714 NA
0.818 0.702 NA
0.842 0.694 NA
0.829 0.732 NA
0.835 0.698 NA
0.795 0.754 NA
0.845 0.699 NA
0.831 0.719 NA
0.812 0.669 NA
0.829 0.672 NA
0.843 0.697 NA
0.843 0.679 NA
0.815 0.683 NA
0.795 0.676 NA
0.803 0.669 NA
0.818 0.684 NA
0.833 0.662 NA
0.825 0.644 NA
0.829 0.659 NA
0.834 0.679 NA
0.824 0.649 NA
0.824 0.622 NA
0.83 0.655 NA
0.833 0.608 NA
0.844 0.67 NA
0.797 0.612 NA
0.81 0.654 NA
0.823 0.603 NA
0.819 0.629 NA
0.832 0.647 NA
0.826 0.606 NA
0.813 0.637 NA
0.825 0.621 NA
0.833 0.644 NA
0.812 0.647 NA
0.813 0.613 NA
0.812 0.59 NA
0.836 0.623 NA
0.813 0.573 NA
0.826 0.58 NA
0.821 0.613 NA
0.841 0.619 NA
0.832 0.624 NA
0.832 0.622 NA
0.824 0.57 NA
0.819 0.616 NA
0.853 0.59 NA
0.829 0.602 NA
0.84 0.593 NA
0.823 0.555 NA
0.817 0.602 NA
0.833 0.591 NA
0.819 0.589 NA
0.826 0.579 NA
0.814 0.604 NA
0.82 0.57 NA
0.83 0.589 NA
0.82 0.533 NA
0.831 0.57 NA
0.824 0.559 NA
0.831 0.582 NA
0.818 0.571 NA
0.841 0.545 NA
0.826 0.544 NA
0.822 0.547 NA
0.816 0.545 NA
0.826 0.558 NA
0.833 0.568 NA
0.833 0.556 NA
0.833 0.525 NA
0.846 0.519 NA
0.83 0.511 NA
0.837 0.515 NA
0.819 0.527 NA
0.826 0.484 NA
0.809 0.528 NA
0.827 0.514 NA
0.825 0.497 NA
0.841 0.519 NA
0.851 0.5 NA
0.85 0.487 NA
0.831 0.508 NA
0.837 0.48 NA
0.821 0.489 NA
0.817 0.501 NA
0.814 0.466 NA
0.842 0.472 NA
0.824 0.496 NA
0.843 0.484 NA
0.838 0.491 NA
0.82 0.466 NA
0.813 0.456 NA
0.842 0.494 NA
0.819 0.493 NA
0.813 0.445 NA
0.844 0.455 NA
0.822 0.47 NA
0.846 0.452 NA
0.846 0.453 NA
0.844 0.473 NA
0.85 0.441 NA
0.824 0.482 NA
0.843 0.464 NA
0.82 0.451 NA
0.83 0.44 NA
0.842 0.419 NA
0.835 0.44 NA
0.827 0.416 NA
0.839 0.476 NA
0.851 0.402 NA
0.829 0.422 NA
0.856 0.432 NA
0.824 0.414 NA
0.849 0.414 NA
0.838 0.437 NA
0.81 0.422 NA
0.817 0.442 NA
0.799 0.442 NA
0.846 0.427 NA
0.835 0.401 NA
0.832 0.414 NA
0.815 0.405 NA
0.823 0.397 NA
0.821 0.414 NA
0.842 0.408 NA
0.837 0.417 NA
0.816 0.4 NA
0.822 0.362 NA
0.838 0.398 NA
0.842 0.392 NA
0.851 0.399 NA
0.814 0.404 NA
0.827 0.375 NA
0.83 0.363 NA
0.832 0.385 NA
0.818 0.376 NA
0.817 0.388 NA
0.819 0.34 NA
0.827 0.393 NA
0.803 0.335 NA
0.825 0.356 NA
0.803 0.365 NA
0.796 0.378 NA
0.813 0.386 NA
0.834 0.362 NA
0.831 0.362 NA
0.784 0.37 NA
0.793 0.307 NA
0.821 0.324 NA
0.796 0.378 NA
0.808 0.311 NA
0.815 0.34 NA
0.821 0.34 NA
0.813 0.351 NA
0.826 0.355 NA
0.797 0.337 NA
0.801 0.337 NA
0.824 0.325 NA
0.824 0.337 NA
0.809 0.345 NA
0.816 0.347 NA
0.798 0.339 NA
0.802 0.325 NA
0.795 0.344 NA
0.785 0.328 NA
0.81 0.328 NA
0.787 0.313 NA
0.793 0.335 NA
0.803 0.3 NA
0.793 0.306 NA
0.796 0.318 NA
0.797 0.316 NA
0.809 0.311 NA
0.805 0.333 NA
0.771 0.322 NA
0.798 0.306 NA
0.792 0.29 NA
0.814 0.341 NA
0.794 0.314 NA
0.805 0.31 NA
0.801 0.339 NA
0.787 0.287 NA
0.785 0.295 NA
0.81 0.29 NA
0.797 0.275 NA
0.792 0.289 NA
0.78 0.278 NA
0.798 0.289 NA
0.792 0.287 NA
0.781 0.278 NA
0.758 0.287 NA
0.772 0.279 NA
0.778 0.283 NA
0.787 0.299 NA
0.79 0.302 NA
0.761 0.294 NA
0.775 0.269 NA
0.786 0.295 NA
0.763 0.28 NA
0.762 0.305 NA
0.757 0.287 NA
0.773 0.287 NA
0.751 0.263 NA
0.781 0.278 NA
0.759 0.281 NA
0.744 0.29 NA
0.765 0.263 NA
0.759 0.271 NA
0.771 0.27 NA
0.751 0.265 NA
0.723 0.261 NA
0.756 0.247 NA
0.755 0.282 NA
0.776 0.257 NA
0.77 0.238 NA
0.784 0.27 NA
0.719 0.248 NA
0.741 0.226 NA
0.745 0.227 NA
0.741 0.221 NA
0.727 0.239 NA
0.76 0.229 NA
0.746 0.217 NA
0.724 0.233 NA
0.711 0.228 NA
0.727 0.232 NA
0.726 0.264 NA
0.7 0.256 NA
0.736 0.234 NA
0.729 0.19 NA
0.702 0.274 NA
0.726 0.258 NA
0.705 0.247 NA
0.703 0.212 NA
0.708 0.238 NA
0.701 0.224 NA
0.712 0.225 NA
0.714 0.222 NA
0.711 0.239 NA
0.706 0.226 NA
0.701 0.236 NA
0.698 0.24 NA
0.697 0.233 NA
0.685 0.239 NA
0.684 0.235 NA
0.709 0.234 NA
0.676 0.176 NA
0.684 0.193 NA
0.71 0.249 NA
0.686 0.217 NA
0.725 0.233 NA
0.683 0.227 NA
0.659 0.227 NA
0.686 0.218 NA
0.684 0.244 NA
0.669 0.261 NA
0.665 0.221 NA
0.698 0.21 NA
0.672 0.215 NA
0.671 0.217 NA
0.648 0.232 NA
0.647 0.226 NA
0.67 0.194 NA
0.666 0.229 NA
0.655 0.221 NA
0.63 0.242 NA
0.652 0.211 NA
0.628 0.219 NA
0.66 0.203 NA
0.648 0.189 NA
0.666 0.223 NA
0.641 0.23 NA
0.591 0.218 NA
0.608 0.199 NA
0.608 0.225 NA
0.633 0.229 NA
0.612 0.243 NA
0.623 0.207 NA
0.628 0.191 NA
0.591 0.226 NA
0.625 0.239 NA
0.611 0.229 NA
0.6 0.232 NA
0.611 0.223 NA
0.59 0.264 NA
0.591 0.203 NA
0.553 0.237 NA
0.559 0.247 NA
0.532 0.22 NA
0.56 0.244 NA
0.563 0.219 NA
0.566 0.249 NA
0.547 0.231 NA
0.522 0.268 NA
0.524 0.248 NA
0.54 0.276 NA
0.55 0.266 NA
0.529 0.241 NA
0.523 0.23 NA
0.522 0.249 NA
0.493 0.266 NA
0.526 0.282 NA
0.504 0.273 NA
0.496 0.247 NA
0.504 0.262 NA
0.503 0.255 NA
0.509 0.256 NA
0.498 0.283 NA
0.498 0.287 NA
0.507 0.287 NA
0.485 0.245 NA
0.511 0.282 NA
0.516 0.306 NA
0.5 0.248 NA
0.491 0.273 NA
0.472 0.252 NA
0.491 0.274 NA
0.491 0.268 NA
0.467 0.286 NA
0.509 0.292 NA
0.493 0.292 NA
0.482 0.294 NA
0.464 0.323 NA
0.482 0.299 NA
0.496 0.309 NA
0.476 0.35 NA
0.462 0.309 NA
0.489 0.29 NA
0.484 0.34 NA
0.449 0.32 NA
0.475 0.322 NA
0.464 0.326 NA
0.448 0.284 NA
0.455 0.302 NA
0.487 0.296 NA
0.464 0.341 NA
0.453 0.342 NA
0.459 0.352 NA
0.464 0.349 NA
0.477 0.326 NA
0.466 0.356 NA
0.432 0.337 NA
0.459 0.351 NA
0.447 0.347 NA
0.448 0.376 NA
0.445 0.374 NA
0.418 0.381 NA
0.471 0.347 NA
0.454 0.338 NA
0.421 0.347 NA
0.432 0.358 NA
0.431 0.363 NA
0.441 0.369 NA
0.478 0.412 NA
0.436 0.357 NA
0.458 0.38 NA
0.433 0.373 NA
0.432 0.383 NA
0.453 0.376 NA
0.434 0.4 NA
0.414 0.403 NA
0.432 0.398 NA
0.436 0.414 NA
0.433 0.445 NA
0.393 0.484 NA
0.422 0.456 NA
0.426 0.436 NA
0.453 0.452 NA
0.416 0.429 NA
0.411 0.405 NA
0.426 0.442 NA
0.418 0.481 NA
0.406 0.459 NA
0.396 0.476 NA
0.422 0.448 NA
0.392 0.442 NA
0.411 0.482 NA
0.398 0.451 NA
0.4 0.484 NA
0.391 0.504 NA
0.388 0.532 NA
0.407 0.481 NA
0.414 0.468 NA
0.383 0.504 NA
0.405 0.524 NA
0.397 0.461 NA
0.403 0.504 NA
0.387 0.527 NA
0.404 0.511 NA
0.393 0.512 NA
0.392 0.523 NA
0.398 0.531 NA
0.381 0.546 NA
0.418 0.545 NA
0.368 0.539 NA
0.414 0.543 NA
0.382 0.542 NA
0.395 0.522 NA
0.369 0.591 NA
0.404 0.561 NA
0.38 0.556 NA
0.4 0.549 NA
0.39 0.554 NA
0.383 0.574 NA
0.395 0.536 NA
0.364 0.583 NA
0.402 0.565 NA
0.39 0.58 NA
0.368 0.578 NA
0.391 0.563 NA
0.395 0.581 NA
0.385 0.616 NA
0.369 0.614 NA
0.37 0.587 NA
0.396 0.589 NA
0.388 0.588 NA
0.384 0.609 NA
0.404 0.615 NA
0.397 0.589 NA
0.414 0.613 NA
0.403 0.612 NA
0.403 0.581 NA
0.413 0.6 NA
0.412 0.597 NA
0.395 0.598 NA
0.369 0.594 NA
0.419 0.623 NA
0.4 0.644 NA
0.395 0.618 NA
0.387 0.614 NA
0.401 0.632 NA
0.379 0.615 NA
0.39 0.607 NA
0.407 0.662 NA
0.394 0.68 NA
0.392 0.678 NA
0.396 0.656 NA
0.405 0.665 NA
0.398 0.637 NA
0.374 0.607 NA
0.381 0.65 NA
0.381 0.667 NA
0.399 0.672 NA
0.382 0.669 NA
0.381 0.675 NA
0.385 0.655 NA
0.372 0.68 NA
0.39 0.654 NA
0.402 0.68 NA
0.422 0.667 NA
0.382 0.632 NA
0.407 0.667 NA
0.394 0.685 NA
0.414 0.667 NA
0.388 0.636 NA
0.392 0.639 NA
0.377 0.639 NA
0.374 0.669 NA
0.383 0.64 NA
0.397 0.662 NA
0.383 0.68 NA
0.411 0.653 NA
0.399 0.608 NA
0.385 0.633 NA
0.387 0.65 NA
0.382 0.673 NA
0.378 0.637 NA
0.389 0.652 NA
0.399 0.625 NA
0.371 0.632 NA
0.359 0.615 NA
0.393 0.62 NA
0.395 0.621 NA
0.38 0.652 NA
0.379 0.65 NA
0.395 0.63 NA
0.383 0.614 NA
0.382 0.604 NA
0.364 0.606 NA
0.389 0.582 NA
0.38 0.604 NA
0.36 0.64 NA
0.367 0.582 NA
0.369 0.588 NA
0.39 0.55 NA
0.405 0.598 NA
0.375 0.568 NA
0.39 0.563 NA
0.392 0.564 NA
0.384 0.487 NA
0.358 0.528 NA
0.389 0.503 NA
0.403 0.523 NA
0.39 0.526 NA
0.359 0.483 NA
0.381 0.529 NA
0.379 0.476 NA
0.391 0.464 NA
0.382 0.496 NA
0.41 0.479 NA
0.412 0.473 NA
0.388 0.444 NA
0.412 0.488 NA
0.386 0.448 NA
0.387 0.445 NA
0.38 0.459 NA
0.417 0.413 NA
0.405 0.416 NA
0.433 0.479 NA
0.404 0.453 NA
0.404 0.435 NA
0.413 0.422 NA
0.408 0.422 NA
0.416 0.419 NA
0.402 0.414 NA
0.382 0.414 NA
0.416 0.414 NA
0.408 0.384 NA
0.397 0.381 NA
0.406 0.37 NA
0.42 0.386 NA
0.408 0.374 NA
0.412 0.432 NA
0.425 0.384 NA
0.424 0.379 NA
0.441 0.344 NA
0.443 0.375 NA
0.452 0.373 NA
0.442 0.371 NA
0.42 0.398 NA
0.421 0.366 NA
0.454 0.381 NA
0.459 0.381 NA
0.474 0.358 NA
0.447 0.369 NA
0.444 0.325 NA
0.462 0.368 NA
0.458 0.332 NA
0.465 0.342 NA
0.459 0.341 NA
0.457 0.351 NA
0.481 0.344 NA
0.474 0.295 NA
0.485 0.371 NA
0.48 0.332 NA
0.494 0.333 NA
0.476 0.32 NA
0.472 0.315 NA
0.469 0.357 NA
0.492 0.337 NA
0.464 0.348 NA
0.474 0.338 NA
0.544 0.319 NA
0.567 0.273 NA
0.579 0.283 NA
0.577 0.271 NA
0.589 0.272 NA
0.629 0.282 NA
0.597 0.269 NA
0.581 0.267 NA
0.615 0.263 NA
0.622 0.274 NA
0.603 0.287 NA
0.582 0.236 NA
0.63 0.266 NA
0.603 0.276 NA
0.612 0.257 NA
0.611 0.266 NA
0.629 0.282 NA
0.601 0.265 NA
0.62 0.272 NA
0.642 0.26 NA
0.603 0.26 NA
0.626 0.265 NA
0.611 0.266 NA
0.619 0.219 NA
0.636 0.229 NA
0.619 0.252 NA
0.623 0.27 NA
0.662 0.237 NA
0.638 0.249 NA
0.661 0.261 NA
0.645 0.254 NA
0.654 0.274 NA
0.639 0.255 NA
0.636 0.251 NA
0.635 0.225 NA
0.656 0.254 NA
0.671 0.277 NA
0.633 0.257 NA
0.637 0.248 NA
0.671 0.259 NA
0.654 0.257 NA
0.677 0.261 NA
0.676 0.239 NA
0.665 0.237 NA
0.674 0.199 NA
0.658 0.24 NA
0.648 0.24 NA
0.668 0.245 NA
0.69 0.211 NA
0.719 0.225 NA
0.668 0.22 NA
0.691 0.245 NA
0.696 0.232 NA
0.684 0.258 NA
0.687 0.253 NA
0.721 0.245 NA
0.716 0.253 NA
0.753 0.271 NA
0.721 0.237 NA
0.71 0.259 NA
0.707 0.227 NA
0.731 0.249 NA
0.736 0.203 NA
0.718 0.187 NA
0.744 0.239 NA
0.732 0.28 NA
0.725 0.207 NA
0.741 0.222 NA
0.743 0.272 NA
0.752 0.254 NA
0.735 0.243 NA
0.732 0.239 NA
0.741 0.234 NA
0.742 0.213 NA
0.717 0.245 NA
0.725 0.24 NA
0.762 0.256 NA
0.743 0.249 NA
0.753 0.224 NA
0.734 0.221 NA
0.751 0.217 NA
0.752 0.197 NA
0.753 0.23 NA
0.793 0.236 NA
0.769 0.238 NA
0.75 0.234 NA
0.759 0.267 NA
0.765 0.243 NA
0.725 0.263 NA
0.746 0.236 NA
0.769 0.271 NA
0.759 0.252 NA
0.76 0.279 NA
0.743 0.306 NA
0.77 0.249 NA
0.765 0.253 NA
0.759 0.276 NA
0.78 0.272 NA
0.741 0.269 NA
0.776 0.337 NA
0.776 0.282 NA
0.751 0.279 NA
0.799 0.298 NA
0.77 0.257 NA
0.778 0.311 NA
0.772 0.305 NA
0.75 0.306 NA
0.781 0.318 NA
0.768 0.305 NA
0.774 0.324 NA
0.763 0.292 NA
0.784 0.349 NA
0.753 0.338 NA
0.812 0.331 NA
0.774 0.305 NA
0.775 0.388 NA
0.771 0.328 NA
0.793 0.341 NA
0.79 0.331 NA
0.777 0.351 NA
0.79 0.347 NA
0.78 0.358 NA
0.793 0.351 NA
0.798 0.33 NA
0.786 0.373 NA
0.804 0.375 NA
0.791 0.343 NA
0.798 0.367 NA
0.787 0.39 NA
0.812 0.361 NA
0.793 0.36 NA
0.787 0.354 NA
0.814 0.351 NA
0.814 0.386 NA
0.822 0.368 NA
0.801 0.35 NA
0.791 0.388 NA
0.809 0.362 NA
0.803 0.355 NA
0.825 0.403 NA
0.81 0.372 NA
0.806 0.381 NA
0.813 0.412 NA
0.823 0.405 NA
0.813 0.358 NA
0.804 0.418 NA
0.812 0.407 NA
0.825 0.396 NA
