,true_label,24,25,26,27,28
11026,I,22,3,3,25,14
11027,S,7,13,15,18,27
11028,A,3,5,6,2,12
11029,I,1,10,20,11,4
11030,G,12,21,6,21,21
11031,T,19,4,23,12,24
11032,U,19,3,10,5,13
11033,D,5,1,18,13,2
11034,K,15,3,12,5,13
11035,P,3,5,6,2,12
11036,M,6,11,7,10,8
11037,M,6,11,7,10,8
11038,J,22,2,3,25,18
11039,H,4,19,25,4,9
11040,M,23,7,2,16,10
11041,V,2,9,24,14,5
11042,Y,19,12,22,3,16
11043,S,15,13,12,13,27
11044,C,4,24,25,22,9
11045,Q,15,3,12,13,13
11046,Z,3,5,6,2,12
11047,N,6,11,7,10,8
11048,S,3,5,6,2,25
11049,J,22,2,3,25,18
11050,D,15,3,12,13,13
11051,S,15,3,12,13,13
11052,M,16,21,17,21,6
11053,N,6,11,7,10,8
11054,Y,10,4,23,12,24
11055,O,15,3,12,5,13
11056,A,21,0,1,24,23
11057,I,13,3,14,25,14
11058,V,19,12,22,3,16
11059,L,0,17,13,0,3
11060,X,4,24,25,22,9
11061,G,15,3,12,5,1
11062,S,7,13,15,18,27
11063,V,10,9,5,6,11
11064,Q,5,1,18,23,2
11065,C,4,24,25,22,9
11066,M,16,6,0,8,26
11067,M,16,6,17,8,9
11068,J,18,14,9,17,7
11069,X,7,13,15,18,27
11070,Z,3,5,6,2,25
11071,I,3,5,6,2,12
11072,Y,0,18,13,9,3
11073,U,19,4,10,12,24
11074,R,13,7,14,20,15
11075,J,1,10,20,11,4
11076,E,1,10,20,11,4
11077,C,10,20,10,6,11
11078,M,13,7,14,20,15
11079,Y,10,24,5,6,11
11080,E,14,16,8,1,1
11081,E,14,16,8,1,1
11082,Y,10,24,5,6,11
11083,B,9,8,16,26,0
11084,V,10,4,5,12,11
11085,C,14,16,8,1,1
11086,P,20,4,23,19,20
11087,C,3,5,6,16,25
11088,F,10,20,5,6,11
11089,N,8,6,0,8,26
11090,S,10,20,10,22,11
11091,T,2,9,24,14,5
11092,L,22,2,3,25,19
11093,X,7,13,15,18,27
11094,F,19,4,23,12,24
11095,J,1,10,20,11,4
11096,C,14,16,8,1,1
11097,J,1,10,20,11,4
11098,E,3,5,6,2,25
11099,Q,13,7,14,20,15
11100,O,13,7,14,20,15
11101,Y,10,4,5,6,11
11102,N,19,4,22,12,24
11103,W,8,6,0,15,26
11104,C,23,19,2,16,10
11105,E,1,10,20,11,4
11106,U,10,24,10,22,11
11107,J,1,10,20,11,18
11108,K,15,3,12,5,13
11109,Q,12,21,4,21,25
11110,I,22,2,3,25,18
11111,E,14,16,8,1,1
11112,Y,12,5,4,2,21
11113,E,14,16,8,1,1
11114,R,0,18,13,9,3
11115,E,5,1,18,23,2
11116,I,13,7,14,20,15
11117,Z,17,2,25,4,18
11118,D,9,7,16,26,0
11119,R,3,5,6,2,12
11120,N,8,6,0,8,26
11121,P,20,20,19,19,20
11122,J,3,5,6,2,12
11123,T,2,9,24,14,5
11124,Y,2,9,24,14,5
11125,G,5,1,18,23,2
11126,D,15,3,12,13,13
11127,W,10,19,5,15,10
11128,H,1,10,20,11,4
11129,G,9,8,16,26,0
11130,Y,19,4,23,12,24
11131,W,8,6,0,15,26
11132,U,19,4,10,12,24
11133,D,5,1,18,23,2
11134,K,15,3,12,5,13
11135,W,8,6,0,8,26
11136,O,15,3,12,5,13
11137,E,1,10,20,11,4
11138,H,4,6,25,8,9
11139,S,17,23,21,4,22
11140,W,10,24,5,15,11
11141,D,17,23,21,4,22
11142,M,23,19,2,16,10
11143,H,17,23,21,4,22
11144,Q,15,3,12,5,13
11145,A,21,17,1,0,19
11146,R,15,3,12,5,13
11147,X,3,5,6,16,12
11148,G,5,1,18,23,2
11149,C,9,8,16,26,0
11150,L,22,2,3,25,19
11151,Z,9,8,16,26,0
11152,J,22,2,3,25,18
11153,F,19,4,23,12,24
11154,D,5,5,18,2,12
11155,D,17,23,21,4,22
11156,B,1,10,20,11,4
11157,Q,15,3,12,13,13
11158,W,8,6,0,15,26
11159,M,16,6,0,8,6
11160,A,13,0,14,24,23
11161,S,3,5,6,2,25
11162,M,23,19,2,16,10
11163,N,6,11,7,10,8
11164,D,5,1,18,13,2
11165,F,17,23,21,4,22
11166,J,22,2,3,25,18
11167,U,23,19,2,5,10
11168,V,19,12,22,3,16
11169,A,0,17,13,9,3
11170,P,3,5,6,2,12
11171,T,10,20,5,6,11
11172,G,12,21,17,21,21
11173,Q,12,1,4,23,21
11174,E,15,3,12,5,13
11175,K,1,10,20,11,4
11176,F,10,4,5,6,11
11177,U,4,24,5,22,9
11178,X,3,5,6,16,12
11179,X,1,10,20,11,4
11180,Z,9,8,16,26,0
11181,C,14,16,8,1,1
11182,O,5,1,18,23,2
11183,D,15,3,12,13,13
11184,P,13,7,14,20,15
11185,I,1,10,20,11,4
11186,Q,0,18,13,9,3
11187,K,4,24,25,22,9
11188,R,5,1,18,23,2
11189,F,10,4,5,6,11
11190,Y,3,5,6,16,25
11191,Q,15,3,12,13,13
11192,L,11,0,11,24,17
11193,X,7,13,15,18,27
11194,Y,2,9,24,14,5
11195,H,1,10,20,11,4
11196,O,5,1,18,23,2
11197,I,20,20,19,19,20
11198,Y,2,9,24,14,5
11199,F,17,23,21,4,22
11200,M,23,19,2,16,10
11201,J,1,10,20,11,4
11202,T,2,9,24,14,5
11203,W,19,4,22,12,24
11204,W,8,6,0,8,26
11205,Z,1,10,20,11,4
11206,C,19,4,10,12,24
11207,Q,15,3,12,13,13
11208,E,4,2,25,4,18
11209,F,8,6,0,15,26
11210,Z,7,13,15,18,27
11211,L,1,0,20,24,4
11212,Z,7,13,15,18,27
11213,U,0,1,13,23,3
11214,Q,12,1,4,23,21
11215,R,17,23,21,4,22
11216,D,17,23,21,4,22
11217,A,21,0,1,24,23
11218,P,20,20,19,19,20
11219,K,1,10,20,11,4
11220,E,17,23,21,4,22
11221,F,10,20,5,6,11
11222,R,12,21,4,21,21
11223,Y,10,4,5,12,11
11224,G,9,8,16,26,0
11225,I,22,2,3,25,18
11226,M,13,7,14,20,15
11227,M,23,19,2,16,10
11228,Y,2,9,24,14,5
11229,X,5,1,18,23,2
11230,V,10,4,5,12,11
11231,J,1,10,20,11,4
11232,U,4,24,25,22,9
11233,G,5,1,18,23,2
11234,A,21,0,1,24,23
11235,O,5,1,18,23,2
11236,E,14,16,8,1,1
11237,E,3,5,6,2,25
11238,A,21,0,1,24,23
11239,F,10,20,5,6,11
11240,C,14,16,8,1,1
11241,G,15,3,12,13,13
11242,D,1,10,20,11,4
11243,U,15,3,10,13,13
11244,K,15,3,12,5,13
11245,F,12,21,4,21,21
11246,I,0,17,13,9,3
11247,W,8,6,0,8,26
11248,Z,1,10,20,11,4
11249,X,4,24,10,22,9
11250,Y,2,9,24,14,5
11251,Q,15,3,12,5,25
11252,G,15,3,10,5,13
11253,B,5,1,18,23,2
11254,Q,15,5,12,13,25
11255,J,5,1,18,23,2
11256,M,13,7,14,20,15
11257,U,6,15,7,10,8
11258,X,9,8,16,26,0
11259,P,0,18,13,9,3
11260,K,3,5,6,16,12
11261,L,11,22,11,7,17
11262,K,15,3,12,5,13
11263,R,5,1,18,23,2
11264,C,14,16,8,1,1
11265,U,13,7,14,20,15
11266,U,13,7,14,20,15
11267,D,15,3,12,16,13
11268,I,13,3,14,5,14
11269,W,8,6,0,8,26
11270,Z,7,13,15,18,27
11271,M,6,11,7,10,8
11272,V,3,19,6,15,6
11273,Y,2,9,24,14,5
11274,Y,19,12,22,3,16
11275,Q,9,7,16,26,0
11276,F,10,4,23,12,24
11277,L,22,2,3,25,19
11278,V,19,4,22,12,24
11279,R,15,3,12,5,13
11280,W,16,21,17,21,6
11281,W,19,4,22,12,24
11282,J,3,3,6,16,12
11283,F,4,18,25,8,9
11284,W,19,4,22,12,24
11285,V,10,24,5,6,11
11286,R,15,3,12,5,2
11287,X,17,18,21,4,22
11288,S,7,13,15,18,27
11289,I,22,2,3,25,18
11290,O,13,7,14,20,15
11291,X,9,8,16,26,0
11292,E,4,18,25,9,3
11293,S,17,23,21,4,22
11294,B,3,5,6,13,12
11295,P,20,20,19,19,20
11296,J,20,18,19,19,20
11297,H,6,11,7,10,8
11298,P,20,20,19,19,20
11299,G,5,1,18,23,2
11300,H,4,24,25,22,9
11301,X,15,3,12,5,13
11302,S,5,1,18,23,2
11303,G,23,19,2,16,10
11304,M,17,23,21,4,22
11305,N,23,7,2,20,15
11306,Q,12,21,4,21,21
11307,R,15,3,12,16,13
11308,A,21,17,1,0,19
11309,Z,1,10,20,11,4
11310,G,15,16,8,13,1
11311,B,12,21,4,21,21
11312,O,15,3,12,5,13
11313,I,13,7,14,20,15
11314,O,0,18,13,9,3
11315,I,22,2,3,25,18
11316,V,10,4,5,6,11
11317,V,2,9,24,14,5
11318,P,20,20,23,19,20
11319,R,1,10,20,11,4
11320,L,11,22,11,7,17
11321,K,14,16,8,1,1
11322,U,13,7,14,20,15
11323,T,3,5,6,16,12
11324,B,5,1,18,23,2
11325,B,15,3,12,13,13
11326,I,22,2,3,25,18
11327,E,1,10,20,11,4
11328,F,10,24,5,6,11
11329,X,0,18,13,9,3
11330,A,21,17,1,0,19
11331,V,8,6,0,15,26
11332,K,17,23,21,4,22
11333,X,9,8,16,26,0
11334,K,9,8,16,26,0
11335,U,13,7,14,20,15
11336,W,23,19,2,15,10
11337,X,4,24,25,8,9
11338,Y,4,24,25,22,9
11339,Y,10,4,23,12,24
11340,K,9,8,16,26,0
11341,O,13,7,14,20,15
11342,Z,7,13,15,18,27
11343,Y,2,12,22,3,16
11344,S,1,10,20,11,4
11345,Y,19,4,23,12,24
11346,M,6,11,7,10,8
11347,D,15,3,12,13,13
11348,V,2,9,24,14,5
11349,I,13,7,14,25,14
11350,O,5,1,18,23,2
11351,R,17,23,21,4,22
11352,P,20,10,23,19,20
11353,A,21,17,1,0,19
11354,Q,15,3,12,5,13
11355,T,2,9,24,14,5
11356,W,16,21,17,21,6
11357,Q,3,19,6,16,25
11358,C,4,24,25,22,9
11359,V,19,12,22,3,16
11360,B,3,5,6,13,13
11361,U,6,15,7,10,8
11362,T,10,4,23,12,24
11363,S,0,18,13,9,3
11364,Y,2,9,24,14,5
11365,D,0,18,13,9,3
11366,N,1,10,2,11,4
11367,D,20,3,19,16,20
11368,V,10,24,5,6,11
11369,Q,15,3,12,13,13
11370,A,13,0,14,24,23
11371,F,20,10,19,11,18
11372,C,14,16,8,22,1
11373,O,5,1,18,23,2
11374,Z,7,13,15,18,27
11375,P,20,4,23,19,20
11376,K,5,1,18,5,2
11377,Z,9,8,16,26,0
11378,L,22,2,3,25,19
11379,R,15,3,12,5,13
11380,J,22,2,3,25,18
11381,X,1,10,20,11,4
11382,C,14,24,10,22,1
11383,C,14,16,10,22,1
11384,Q,15,3,12,5,13
11385,K,13,7,14,20,15
11386,K,5,21,4,23,21
11387,H,6,11,7,10,8
11388,D,17,23,21,4,22
11389,S,15,3,12,13,13
11390,L,11,22,11,7,17
11391,A,21,17,1,0,19
11392,L,1,0,20,24,4
11393,O,5,1,18,23,2
11394,M,23,19,2,16,10
11395,A,21,17,1,0,19
11396,J,18,14,9,17,7
11397,G,9,8,16,26,0
11398,E,14,16,8,1,1
11399,S,15,3,12,13,13
11400,U,4,24,25,22,9
11401,F,17,23,21,4,12
11402,F,12,21,4,21,21
11403,B,5,1,18,23,2
11404,J,22,2,3,25,18
11405,P,20,10,23,19,24
11406,G,5,1,25,23,9
11407,M,8,6,0,8,26
11408,S,4,2,25,4,18
11409,U,4,24,10,22,9
11410,V,3,5,6,2,25
11411,N,23,19,2,16,10
11412,W,23,19,2,15,10
11413,B,0,18,13,9,3
11414,G,15,3,12,13,13
11415,J,12,5,4,2,21
11416,C,14,24,10,22,1
11417,S,0,18,13,9,3
11418,O,16,21,17,21,6
11419,V,2,9,24,14,5
11420,X,17,23,21,4,22
11421,D,1,10,20,11,4
11422,O,15,3,12,5,13
11423,X,4,18,25,8,9
11424,G,4,1,18,22,2
11425,J,22,2,3,25,18
11426,F,20,20,19,19,20
11427,A,21,0,1,24,23
11428,Z,7,13,15,18,27
11429,Z,9,8,16,26,0
11430,P,0,18,13,9,3
11431,Y,19,12,22,3,16
11432,F,10,4,5,6,11
11433,D,1,10,20,11,4
11434,A,21,17,1,0,19
11435,Z,7,13,15,18,27
11436,P,20,20,19,19,20
11437,X,1,10,10,11,4
11438,U,4,24,25,22,9
11439,O,15,3,12,5,13
11440,L,11,22,11,7,17
11441,E,17,23,21,4,22
11442,O,15,3,12,5,13
11443,I,1,10,20,11,4
11444,X,13,7,14,20,15
11445,D,15,3,18,13,2
11446,E,4,2,25,22,9
11447,P,1,10,23,11,24
11448,X,4,18,25,22,9
11449,D,5,1,18,13,2
11450,Z,17,2,25,4,18
11451,I,13,7,14,20,15
11452,Y,10,4,5,12,11
11453,L,22,2,3,25,19
11454,A,21,17,1,0,19
11455,K,12,21,4,21,21
11456,J,18,17,9,0,7
11457,M,16,23,21,4,22
11458,V,2,9,24,14,5
11459,K,5,1,18,23,2
11460,X,7,13,15,18,27
11461,U,6,15,7,10,8
11462,H,6,11,7,10,8
11463,R,1,10,20,11,4
11464,Z,7,13,15,18,27
11465,D,17,23,21,4,22
11466,J,13,14,14,24,23
11467,K,9,8,16,26,0
11468,Z,9,8,16,26,0
11469,N,13,7,14,20,15
11470,A,21,0,1,24,23
11471,A,13,0,14,24,23
11472,R,1,10,20,11,4
11473,T,2,12,22,3,16
11474,L,22,2,3,25,19
11475,G,15,3,12,5,13
11476,T,2,9,24,14,5
11477,O,15,3,12,13,13
11478,B,5,5,4,2,12
11479,V,2,9,24,14,5
11480,A,12,21,4,23,21
11481,L,17,23,21,4,22
11482,T,10,20,5,6,11
11483,L,11,22,11,7,17
11484,L,3,5,6,2,25
11485,W,23,19,2,15,10
11486,V,19,4,5,12,24
11487,V,3,5,6,2,12
11488,H,0,18,13,21,3
11489,C,14,16,10,22,1
11490,M,13,7,14,20,15
11491,C,14,16,8,1,1
11492,Q,3,5,6,2,25
11493,W,16,21,17,21,6
11494,V,10,4,5,6,11
11495,P,20,20,19,19,20
11496,D,13,7,14,20,15
11497,D,5,1,18,23,2
11498,Y,19,12,22,3,16
11499,G,9,8,16,5,0
11500,I,22,3,3,25,14
11501,J,1,10,20,11,4
11502,X,13,7,14,20,15
11503,U,5,19,18,16,12
11504,I,1,10,20,11,4
11505,Q,17,18,21,9,22
11506,V,8,6,0,8,26
11507,K,12,21,4,21,21
11508,A,21,17,1,0,19
11509,O,5,1,18,13,2
11510,B,17,23,21,4,22
11511,T,19,4,23,12,24
11512,S,12,21,4,21,21
11513,K,12,21,17,21,6
11514,G,15,3,12,5,13
11515,R,1,10,21,11,4
11516,W,13,7,14,20,15
11517,O,15,3,12,5,13
11518,S,9,8,16,26,0
11519,B,0,18,13,9,3
11520,G,15,16,12,13,13
11521,H,15,3,12,13,13
11522,U,15,3,12,13,13
11523,I,13,3,14,5,14
11524,T,19,12,22,3,16
11525,V,19,12,22,3,16
11526,S,12,5,6,2,12
11527,E,0,18,13,4,3
11528,L,11,22,11,7,17
11529,X,12,21,4,2,21
11530,U,4,24,10,22,9
11531,A,21,17,1,0,19
11532,K,4,6,25,8,9
11533,E,14,16,8,1,1
11534,Z,1,10,10,18,18
11535,B,12,21,4,21,21
11536,L,11,22,11,7,17
11537,A,21,17,1,0,19
11538,Z,7,13,15,18,27
11539,O,15,3,12,13,13
11540,D,17,23,21,4,22
11541,M,16,21,17,21,6
11542,I,9,8,20,26,0
11543,N,13,7,14,20,15
11544,U,4,24,25,22,9
11545,A,21,0,1,24,23
11546,E,14,16,8,1,1
11547,J,3,5,6,2,25
11548,T,0,18,13,9,3
11549,Y,2,9,24,14,5
11550,F,20,20,19,19,20
11551,O,16,21,17,21,6
11552,I,17,23,21,4,22
11553,A,12,21,4,21,21
11554,K,12,21,4,21,21
11555,R,16,21,17,21,6
11556,R,12,21,4,23,21
11557,U,4,24,25,22,9
11558,N,13,7,14,20,15
11559,C,4,24,25,22,9
11560,Y,19,12,22,3,16
11561,M,6,11,7,10,8
11562,E,9,8,16,26,0
11563,T,2,9,24,14,5
11564,P,20,20,19,19,20
11565,L,1,0,20,24,4
11566,P,20,20,19,19,20
11567,I,22,2,3,25,18
11568,B,15,13,12,13,13
11569,Y,19,12,22,3,16
11570,B,3,5,6,2,12
11571,C,14,16,8,1,1
11572,Y,5,1,18,23,12
11573,I,13,3,14,25,14
11574,P,20,20,19,19,20
11575,S,17,17,13,0,19
11576,X,1,10,20,11,4
11577,R,0,23,13,9,3
11578,N,17,23,21,4,22
11579,H,4,6,25,8,9
11580,E,1,2,21,11,18
11581,O,5,1,18,23,2
11582,F,10,4,5,6,11
11583,N,6,11,7,10,8
11584,Q,13,7,14,20,15
11585,D,0,17,13,0,19
11586,M,16,23,17,4,6
11587,V,2,9,24,14,5
11588,H,3,5,6,2,12
11589,T,2,9,24,14,5
11590,S,12,21,4,2,12
11591,U,4,1,18,16,12
11592,T,19,12,22,3,16
11593,N,13,7,14,20,15
11594,B,5,1,4,23,2
11595,N,23,19,2,16,10
11596,T,3,5,6,2,12
11597,P,1,10,23,11,24
11598,J,1,10,20,11,4
11599,E,17,23,21,4,22
11600,G,0,18,13,9,3
11601,Q,5,5,4,2,25
11602,U,6,15,7,10,8
11603,B,9,8,16,26,0
11604,Y,2,9,24,14,5
11605,U,6,15,7,10,8
11606,K,13,7,14,20,15
11607,R,5,1,4,23,2
11608,D,5,1,18,23,2
11609,P,0,18,19,9,3
11610,S,7,13,15,18,27
11611,K,8,6,25,8,26
11612,X,12,5,4,2,21
11613,Y,3,5,6,2,25
11614,U,19,4,10,12,24
11615,V,2,9,24,14,5
11616,E,1,10,20,11,4
11617,D,13,7,14,20,15
11618,U,4,24,25,22,9
11619,I,13,7,14,20,14
11620,N,6,11,7,10,8
11621,K,15,3,12,5,13
11622,D,15,1,18,13,2
11623,S,3,5,6,2,25
11624,Y,2,12,22,3,16
11625,T,12,21,4,21,21
11626,J,18,14,9,17,7
11627,X,0,18,13,9,3
11628,O,5,1,18,23,2
11629,B,3,5,6,2,25
11630,Z,12,18,4,2,21
11631,J,17,23,21,4,22
11632,Y,4,24,25,6,11
11633,J,1,10,20,11,4
11634,N,5,19,18,23,2
11635,P,1,10,23,11,4
11636,X,4,2,25,22,9
11637,W,19,12,22,3,16
11638,V,2,12,22,14,5
11639,C,9,8,16,26,0
11640,F,10,20,23,6,11
11641,T,2,9,24,14,5
11642,B,17,23,21,4,22
11643,M,13,7,14,20,15
11644,G,5,1,18,13,2
11645,Q,3,5,6,2,25
11646,C,4,24,25,22,9
11647,U,15,3,12,5,13
11648,W,23,19,2,15,10
11649,Z,7,13,15,18,27
11650,M,6,11,7,10,8
11651,O,15,3,12,5,13
11652,Q,3,5,6,5,25
11653,L,15,5,12,13,25
11654,T,19,12,22,3,16
11655,N,6,11,7,10,8
11656,Z,3,5,6,2,12
11657,V,2,9,24,14,5
11658,H,6,11,7,10,8
11659,Q,15,3,12,13,13
11660,E,5,1,18,23,2
11661,E,9,8,16,26,0
11662,R,12,21,4,21,21
11663,I,22,2,3,25,18
11664,L,1,0,20,24,23
11665,Z,0,18,13,9,3
11666,W,23,19,2,15,10
11667,A,18,17,9,0,19
11668,A,21,0,1,24,23
11669,W,8,6,0,15,26
11670,N,8,6,0,8,26
11671,Z,3,5,6,2,12
11672,B,15,13,12,13,13
11673,I,22,2,3,25,18
11674,M,6,11,7,10,8
11675,Y,10,24,5,6,11
11676,X,17,23,21,4,22
11677,X,4,24,25,22,9
11678,A,21,0,1,24,23
11679,V,20,20,19,19,20
11680,X,4,2,25,22,18
11681,Z,4,24,25,22,9
11682,D,15,3,12,13,13
11683,J,1,10,20,11,4
11684,S,5,1,18,23,2
11685,D,5,1,18,23,2
11686,O,5,1,18,13,2
11687,J,17,23,21,4,22
11688,G,9,8,16,26,0
11689,U,13,7,14,20,15
11690,A,21,17,1,0,19
11691,M,6,11,7,10,8
11692,W,23,19,2,15,10
11693,M,23,19,2,16,10
11694,S,3,5,6,2,12
11695,B,5,5,18,2,2
11696,I,22,2,3,25,18
11697,C,4,24,25,22,9
11698,C,9,8,16,26,0
11699,E,3,5,4,2,25
11700,U,6,15,7,10,8
11701,E,9,8,16,26,0
11702,U,4,24,10,22,24
11703,K,17,23,21,4,22
11704,W,8,6,0,15,26
11705,W,13,7,14,20,15
11706,O,3,5,6,16,12
11707,Q,15,3,12,5,13
11708,Z,7,13,15,18,27
11709,Z,17,23,21,4,22
11710,D,1,10,20,11,4
11711,M,16,19,17,15,6
11712,X,4,2,25,4,18
11713,Q,15,3,12,5,25
11714,B,17,23,21,4,22
11715,Q,5,1,18,23,25
11716,T,10,4,5,6,11
11717,T,2,12,22,3,16
11718,X,3,5,6,2,25
11719,M,16,17,17,16,6
11720,Q,3,5,6,2,25
11721,M,6,11,7,10,8
11722,H,6,11,7,10,8
11723,M,13,7,14,20,15
11724,T,19,12,22,3,16
11725,A,13,0,14,24,23
11726,O,15,3,12,16,13
11727,C,14,16,8,1,1
11728,W,23,12,22,3,10
11729,Q,3,5,6,2,25
11730,U,5,1,18,8,2
11731,L,11,22,11,7,17
11732,N,6,11,7,10,8
11733,E,3,5,6,5,25
11734,M,6,11,7,10,8
11735,M,23,19,2,16,10
11736,W,16,21,17,21,6
11737,X,13,7,14,20,15
11738,H,1,10,20,11,4
11739,J,1,10,20,11,4
11740,L,1,0,20,24,4
11741,M,16,6,17,8,6
11742,M,16,21,17,21,6
11743,Y,4,24,25,6,9
11744,Q,15,3,12,5,25
11745,W,12,21,4,21,21
11746,V,10,24,5,6,11
11747,X,17,2,21,4,22
11748,U,15,3,10,22,13
11749,R,0,18,4,23,21
11750,T,2,9,24,14,5
11751,L,5,1,18,13,2
11752,T,5,1,18,23,2
11753,N,5,1,18,23,2
11754,X,15,3,12,5,13
11755,M,13,7,14,20,15
11756,R,1,10,20,11,4
11757,P,20,20,19,19,20
11758,Y,12,5,4,2,21
11759,I,22,2,3,25,18
11760,M,23,19,2,16,10
11761,C,9,8,16,26,0
11762,J,22,2,3,25,18
11763,K,12,21,17,21,21
11764,I,22,3,3,25,14
11765,H,4,24,25,22,9
11766,V,3,5,6,2,25
11767,Y,2,9,24,14,5
11768,H,13,7,14,20,15
11769,J,1,10,20,11,4
11770,D,5,1,18,23,2
11771,G,12,21,4,21,25
11772,J,1,10,20,11,4
11773,L,22,2,3,25,19
11774,R,5,1,18,23,2
11775,F,20,20,19,19,20
11776,A,21,17,1,0,19
11777,F,3,5,6,2,25
11778,F,0,18,13,9,3
11779,T,19,12,22,3,16
11780,L,11,22,11,7,17
11781,I,13,7,14,20,14
11782,T,10,20,5,6,11
11783,G,15,3,12,5,13
11784,M,23,19,2,16,10
11785,U,14,24,10,22,1
11786,E,9,8,16,26,0
11787,P,20,20,19,19,20
11788,B,1,10,20,11,4
11789,R,9,8,16,26,0
11790,P,20,20,19,19,20
11791,R,1,10,20,11,4
11792,T,2,9,24,14,5
11793,R,12,5,4,2,12
11794,L,11,22,11,7,17
11795,P,20,20,23,19,20
11796,J,22,2,3,25,18
11797,O,12,21,4,2,21
11798,H,9,8,16,26,0
11799,D,17,18,21,4,12
11800,A,21,17,1,0,19
11801,V,2,9,24,14,5
11802,C,23,19,2,16,25
11803,S,7,13,15,13,27
11804,W,16,21,17,21,6
11805,H,5,1,18,23,2
11806,B,9,8,16,26,0
11807,I,1,10,20,11,4
11808,I,22,2,3,25,14
11809,G,14,16,8,1,1
11810,R,3,5,6,16,25
11811,K,5,1,18,23,2
11812,T,2,9,24,14,5
11813,D,17,23,21,4,22
11814,Z,4,2,25,4,18
11815,T,2,9,24,14,5
11816,U,5,1,18,23,2
11817,R,3,5,6,2,12
11818,J,18,14,9,17,7
11819,Y,2,9,24,14,5
11820,X,4,18,25,8,9
11821,U,10,4,10,12,24
11822,H,0,18,13,9,3
11823,P,20,20,19,19,20
11824,X,12,5,4,2,12
11825,H,23,19,2,16,10
11826,C,12,21,4,21,21
11827,D,17,23,21,4,22
11828,A,21,14,9,17,7
11829,I,9,8,20,26,0
11830,X,0,18,13,4,3
11831,P,20,20,19,19,20
11832,B,15,3,12,13,13
11833,I,13,7,14,20,14
11834,K,5,1,18,23,2
11835,H,17,23,21,4,22
11836,X,4,24,25,22,9
11837,D,5,1,18,23,2
11838,X,5,3,18,5,2
11839,M,12,21,4,21,21
11840,M,16,23,21,4,22
11841,C,23,19,2,16,10
11842,A,21,17,1,0,19
11843,G,5,1,18,23,2
11844,U,4,24,10,22,9
11845,A,21,17,1,0,19
11846,O,5,1,18,23,2
11847,U,4,24,25,22,9
11848,E,14,16,8,1,1
11849,B,17,23,21,4,22
11850,I,3,5,4,2,12
11851,K,17,23,21,4,22
11852,K,1,10,20,11,4
11853,C,16,21,17,21,6
11854,Q,5,1,18,23,2
11855,P,0,18,13,9,3
11856,O,5,3,18,13,2
11857,U,8,6,0,8,26
11858,U,6,15,7,10,8
11859,A,21,0,1,24,23
11860,Z,3,5,6,2,12
11861,B,17,23,21,4,22
11862,B,5,1,18,23,2
11863,C,19,8,10,26,0
11864,J,17,23,21,4,22
11865,V,10,9,5,6,11
11866,O,17,23,21,4,22
11867,H,23,19,2,16,10
11868,N,1,10,20,11,4
11869,W,19,12,22,12,24
11870,P,13,7,23,20,15
11871,E,9,8,16,26,0
11872,D,5,1,18,23,2
11873,B,15,3,12,13,13
11874,C,9,8,16,26,0
11875,R,9,8,16,26,0
11876,W,8,6,0,15,26
11877,W,3,19,6,16,25
11878,I,3,5,6,2,12
11879,E,14,16,8,1,1
11880,A,21,0,1,24,23
11881,O,5,1,18,23,22
11882,V,19,12,22,3,16
11883,Y,3,5,6,15,12
11884,X,3,5,6,2,12
11885,L,22,2,3,25,19
11886,I,4,2,25,22,9
11887,Z,9,8,16,26,0
11888,W,16,21,17,21,6
11889,J,13,14,14,24,23
11890,E,3,5,6,2,25
11891,M,16,6,17,8,6
11892,C,3,5,6,16,25
11893,R,17,23,21,4,22
11894,L,22,2,3,25,19
11895,A,13,0,14,24,23
11896,F,10,4,23,12,24
11897,N,5,1,18,23,2
11898,D,1,10,20,11,4
11899,G,15,3,12,13,13
11900,E,12,5,4,2,21
11901,N,6,11,7,10,8
11902,E,1,10,10,11,4
11903,E,9,8,16,26,0
11904,J,1,10,20,11,4
11905,P,20,20,19,19,20
11906,T,10,24,5,6,11
11907,D,17,23,21,4,22
11908,G,14,16,12,5,1
11909,G,12,21,4,21,21
11910,J,22,2,3,25,18
11911,M,21,17,13,0,19
11912,F,10,20,5,6,11
11913,Q,0,18,13,9,3
11914,F,19,4,23,12,24
11915,D,9,8,16,26,0
11916,A,21,0,1,0,19
11917,Q,15,3,12,5,13
11918,K,5,1,18,23,2
11919,G,15,3,12,5,13
11920,E,15,3,12,13,13
11921,G,15,3,12,13,13
11922,Z,7,13,15,18,27
11923,Y,19,12,22,3,16
11924,S,9,8,16,26,0
11925,Z,4,2,25,18,18
11926,H,17,23,21,4,22
11927,X,15,3,12,5,13
11928,V,2,9,24,14,5
11929,X,4,18,25,4,9
11930,T,4,2,25,22,18
11931,B,9,8,16,26,0
11932,V,19,12,22,3,16
11933,D,1,10,20,11,4
11934,D,5,1,18,23,2
11935,A,21,17,1,0,19
11936,K,17,23,21,4,22
11937,G,14,16,18,22,1
11938,A,21,17,1,0,19
11939,X,9,8,16,26,0
11940,Q,17,23,21,4,22
11941,P,20,4,23,12,24
11942,D,0,18,13,9,3
11943,O,15,3,12,26,13
11944,A,21,17,1,0,19
11945,P,20,20,23,19,20
11946,D,5,1,18,23,2
11947,U,6,15,7,10,8
11948,B,9,8,16,26,0
11949,M,6,11,7,10,8
